database_id,hpo_ids_list
OMIM:601813,['HP:0003593']
OMIM:601820,['HP:0003623']
OMIM:601846,['HP:0003581']
OMIM:601847,['HP:0003593']
OMIM:601894,"['HP:0003621', 'HP:0011462']"
OMIM:601992,['HP:0003621']
OMIM:602014,['HP:0003593']
OMIM:602032,['HP:0003577']
OMIM:602066,"['HP:0003621', 'HP:0025708']"
OMIM:602078,['HP:0003577']
OMIM:602080,['HP:0034197']
OMIM:602081,['HP:0011463']
OMIM:602083,['HP:0003577']
OMIM:602089,['HP:0003593']
OMIM:602096,['HP:0003584']
OMIM:602099,"['HP:0003621', 'HP:0011462']"
OMIM:602152,['HP:0003577']
OMIM:602271,"['HP:0003577', 'HP:0003593', 'HP:0011463', 'HP:0003623', 'HP:0003621']"
OMIM:602347,['HP:0003593']
OMIM:602361,['HP:0003577']
OMIM:602390,['HP:0011462']
OMIM:602400,['HP:0003577']
OMIM:602433,"['HP:0003621', 'HP:0011462']"
OMIM:602450,['HP:0003593']
OMIM:602471,['HP:0003577']
OMIM:602473,['HP:0003593']
OMIM:602477,['HP:0003593']
OMIM:602481,"['HP:0011462', 'HP:0003621']"
OMIM:602485,"['HP:0003621', 'HP:0011462']"
OMIM:602522,['HP:0003577']
OMIM:602535,['HP:0003623']
OMIM:602540,"['HP:0003577', 'HP:0003593']"
OMIM:602541,['HP:0003593']
OMIM:602554,['HP:0003593']
OMIM:602557,['HP:0030674']
OMIM:602579,['HP:0003593']
OMIM:602629,"['HP:0003621', 'HP:0011462']"
OMIM:602668,['HP:0003596']
OMIM:602722,"['HP:0003593', 'HP:0011463', 'HP:0003623']"
OMIM:602771,"['HP:0003577', 'HP:0003593', 'HP:0003623']"
OMIM:603034,"['HP:0003577', 'HP:0003593', 'HP:0003621']"
OMIM:603041,['HP:0003621']
OMIM:603075,['HP:0003584']
OMIM:603116,['HP:0003577']
OMIM:603147,['HP:0003621']
OMIM:603194,"['HP:0003577', 'HP:0011461']"
OMIM:603218,['HP:0011462']
OMIM:603285,['HP:0003621']
OMIM:603467,['HP:0003577']
OMIM:603471,['HP:0003581']
OMIM:603511,['HP:0011462']
OMIM:603516,"['HP:0003596', 'HP:0011462']"
OMIM:603552,"['HP:0003593', 'HP:0011463']"
OMIM:603553,['HP:0003593']
OMIM:603563,"['HP:0003596', 'HP:0011462']"
OMIM:603585,['HP:0003593']
OMIM:603592,"['HP:0003621', 'HP:0003596', 'HP:0011463']"
OMIM:603622,['HP:0003621']
OMIM:603671,"['HP:0034199', 'HP:0003577']"
OMIM:603689,['HP:0003581']
OMIM:603736,['HP:0003593']
OMIM:603830,"['HP:0003621', 'HP:0003581', 'HP:0011463', 'HP:0034198']"
OMIM:603896,['HP:0003621']
OMIM:603909,['HP:0003621']
OMIM:603965,['HP:0011462']
OMIM:604004,['HP:0003593']
OMIM:604093,['HP:0003593']
OMIM:604116,"['HP:0003621', 'HP:0011463', 'HP:0011462']"
OMIM:604121,"['HP:0003596', 'HP:0011462']"
OMIM:604145,['HP:0003596']
OMIM:604168,['HP:0003593']
OMIM:604169,"['HP:0003577', 'HP:0003581', 'HP:0011462']"
OMIM:604173,['HP:0003593']
OMIM:604187,['HP:0003593']
OMIM:604232,"['HP:0003593', 'HP:0003623']"
OMIM:604273,['HP:0003577']
OMIM:604278,"['HP:0025708', 'HP:0011463']"
OMIM:604286,['HP:0003621']
OMIM:604288,['HP:0003581']
OMIM:604290,['HP:0003581']
OMIM:604292,"['HP:0003593', 'HP:0011463', 'HP:0003577']"
OMIM:604317,"['HP:0003577', 'HP:0003593', 'HP:0011463']"
OMIM:604320,['HP:0003577']
OMIM:604321,['HP:0003577']
OMIM:604352,"['HP:0011463', 'HP:0003593']"
OMIM:604360,"['HP:0003596', 'HP:0011463', 'HP:0011462', 'HP:0003621']"
OMIM:604367,"['HP:0011462', 'HP:0003621']"
OMIM:604370,['HP:0003596']
OMIM:604377,"['HP:0003596', 'HP:0003593', 'HP:0003623', 'HP:0003577', 'HP:0003621', 'HP:0011463']"
OMIM:604379,['HP:0003577']
OMIM:604387,"['HP:0003593', 'HP:0011463']"
OMIM:604391,"['HP:0011463', 'HP:0003621']"
OMIM:604400,['HP:0011462']
OMIM:604401,"['HP:0003621', 'HP:0003596', 'HP:0011463', 'HP:0011462']"
OMIM:604403,['HP:0011463']
OMIM:604432,"['HP:0003621', 'HP:0003584', 'HP:0011462']"
OMIM:604454,['HP:0003581']
OMIM:604484,['HP:0003581']
OMIM:604536,['HP:0003577']
OMIM:604537,['HP:0003593']
OMIM:604563,"['HP:0003621', 'HP:0011463']"
OMIM:604625,['HP:0003621']
OMIM:604715,['HP:0003621']
OMIM:604717,['HP:0011462']
OMIM:604757,['HP:0003593']
OMIM:604765,['HP:0003581']
OMIM:604772,"['HP:0003621', 'HP:0011463', 'HP:0011462']"
OMIM:604777,['HP:0003577']
OMIM:604804,['HP:0003577']
OMIM:604841,"['HP:0003577', 'HP:0003593']"
OMIM:604864,"['HP:0003621', 'HP:0011462']"
OMIM:604928,"['HP:0003621', 'HP:0011463']"
OMIM:604931,"['HP:0003621', 'HP:0003596', 'HP:0003581', 'HP:0025710']"
OMIM:605013,['HP:0003577']
OMIM:605021,['HP:0003593']
OMIM:605039,['HP:0003577']
OMIM:605041,['HP:0003581']
OMIM:605130,['HP:0011463']
OMIM:605229,['HP:0003581']
OMIM:605231,['HP:0003577']
OMIM:605253,['HP:0003577']
OMIM:605258,['HP:0011463']
OMIM:605259,"['HP:0003596', 'HP:0011462']"
OMIM:605274,['HP:0003577']
OMIM:605275,"['HP:0003593', 'HP:0011463', 'HP:0011461', 'HP:0003623', 'HP:0003577', 'HP:0030674']"
OMIM:605285,['HP:0003621']
OMIM:605309,['HP:0003593']
OMIM:605355,['HP:0003623']
OMIM:605373,['HP:0003581']
OMIM:605376,['HP:0003577']
OMIM:605388,['HP:0003593']
OMIM:605389,['HP:0011463']
OMIM:605407,['HP:0003593']
OMIM:605543,['HP:0003596']
OMIM:605582,['HP:0003581']
OMIM:605583,['HP:0003581']
OMIM:605589,['HP:0003581']
OMIM:605627,['HP:0003577']
OMIM:605635,['HP:0003621']
OMIM:605637,['HP:0003577']
OMIM:605670,['HP:0003581']
OMIM:605676,['HP:0003577']
OMIM:605711,"['HP:0003593', 'HP:0011463', 'HP:0003623']"
OMIM:605714,"['HP:0003596', 'HP:0003584']"
OMIM:605726,['HP:0003621']
OMIM:605735,['HP:0003577']
OMIM:605751,['HP:0003593']
OMIM:605808,['HP:0003596']
OMIM:605809,"['HP:0003577', 'HP:0003623']"
OMIM:605814,['HP:0003623']
OMIM:605820,['HP:0003581']
OMIM:605822,['HP:0003577']
OMIM:605909,['HP:0003593']
OMIM:605911,"['HP:0003621', 'HP:0003593', 'HP:0011463']"
OMIM:606053,['HP:0003593']
OMIM:606056,['HP:0003577']
OMIM:606070,"['HP:0003596', 'HP:0011462', 'HP:0003581']"
OMIM:606071,"['HP:0003577', 'HP:0011463', 'HP:0011462']"
OMIM:606072,['HP:0003621']
OMIM:606159,['HP:0003596']
OMIM:606164,['HP:0003577']
OMIM:606217,['HP:0003577']
OMIM:606220,['HP:0003593']
OMIM:606324,['HP:0003581']
OMIM:606353,['HP:0011463']
OMIM:606407,['HP:0003577']
OMIM:606438,['HP:0003596']
OMIM:606482,['HP:0003621']
OMIM:606483,"['HP:0003596', 'HP:0011463', 'HP:0011462']"
OMIM:606545,['HP:0003577']
OMIM:606595,"['HP:0003596', 'HP:0003584', 'HP:0025710']"
OMIM:606612,"['HP:0003577', 'HP:0003623']"
OMIM:606640,['HP:0003581']
OMIM:606658,"['HP:0003596', 'HP:0011462', 'HP:0003621', 'HP:0003584', 'HP:0003581']"
OMIM:606660,['HP:0003581']
OMIM:606661,['HP:0003581']
OMIM:606685,"['HP:0003621', 'HP:0011462', 'HP:0003593']"
OMIM:606688,"['HP:0003596', 'HP:0025710']"
OMIM:606693,"['HP:0011462', 'HP:0003621']"
OMIM:606703,"['HP:0003593', 'HP:0003621']"
OMIM:606705,['HP:0003621']
OMIM:606713,['HP:0003577']
OMIM:606721,"['HP:0011462', 'HP:0003623', 'HP:0003577']"
OMIM:606744,['HP:0003577']
OMIM:606762,"['HP:0003593', 'HP:0003623']"
OMIM:606763,['HP:0003577']
OMIM:606766,['HP:0011462']
OMIM:606768,"['HP:0003621', 'HP:0011462']"
OMIM:606773,['HP:0003577']
OMIM:606777,['HP:0003593']
OMIM:606798,['HP:0003596']
OMIM:606812,['HP:0034198']
OMIM:606824,['HP:0003623']
OMIM:606835,['HP:0003621']
OMIM:606854,['HP:0003577']
OMIM:606889,['HP:0003596']
OMIM:607015,['HP:0011463']
OMIM:607017,"['HP:0003577', 'HP:0003621', 'HP:0003596', 'HP:0011463', 'HP:0011462', 'HP:0003623']"
OMIM:607060,['HP:0003584']
OMIM:607080,['HP:0003577']
OMIM:607084,['HP:0003577']
OMIM:607091,['HP:0003577']
OMIM:607095,"['HP:0003577', 'HP:0034198']"
OMIM:607115,"['HP:0003593', 'HP:0011463', 'HP:0003623']"
OMIM:607131,['HP:0003577']
OMIM:607136,"['HP:0003596', 'HP:0011462', 'HP:0003584', 'HP:0003581']"
OMIM:607143,"['HP:0003593', 'HP:0003623']"
OMIM:607174,['HP:0003581']
OMIM:607196,"['HP:0003577', 'HP:0034198']"
OMIM:607208,['HP:0003593']
OMIM:607225,"['HP:0003593', 'HP:0011463']"
OMIM:607250,['HP:0003621']
OMIM:607259,"['HP:0011462', 'HP:0003621', 'HP:0003581']"
OMIM:607278,['HP:0003577']
OMIM:607313,"['HP:0003577', 'HP:0003593']"
OMIM:607317,"['HP:0003593', 'HP:0011463', 'HP:0011462']"
OMIM:607323,['HP:0003577']
OMIM:607326,['HP:0011463']
OMIM:607330,"['HP:0003577', 'HP:0034198']"
OMIM:607341,"['HP:0003581', 'HP:0003593']"
OMIM:607346,"['HP:0003621', 'HP:0003596', 'HP:0003584', 'HP:0011462']"
OMIM:607364,"['HP:0003577', 'HP:0003621', 'HP:0003593', 'HP:0011463']"
OMIM:607371,['HP:0003577']
OMIM:607373,['HP:0011463']
OMIM:607398,['HP:0003623']
OMIM:607417,['HP:0003593']
OMIM:607426,['HP:0003593']
OMIM:607432,['HP:0003577']
OMIM:607450,['HP:0025708']
OMIM:607453,['HP:0003621']
OMIM:607454,"['HP:0003596', 'HP:0011463', 'HP:0003623']"
OMIM:607458,['HP:0011462']
OMIM:607459,"['HP:0003621', 'HP:0003581', 'HP:0025708']"
OMIM:607476,['HP:0003593']
OMIM:607482,['HP:0003581']
OMIM:607483,"['HP:0011463', 'HP:0011462', 'HP:0003621']"
OMIM:607487,['HP:0003581']
OMIM:607539,['HP:0003577']
OMIM:607541,"['HP:0003621', 'HP:0011463']"
OMIM:607554,"['HP:0003621', 'HP:0003596', 'HP:0011462']"
OMIM:607584,['HP:0003593']
OMIM:607594,"['HP:0011463', 'HP:0011462']"
OMIM:607596,"['HP:0003577', 'HP:0011461']"
OMIM:607602,"['HP:0003577', 'HP:0003623']"
OMIM:607616,"['HP:0003596', 'HP:0011463', 'HP:0011462', 'HP:0003621']"
OMIM:607624,['HP:0003593']
OMIM:607625,"['HP:0011463', 'HP:0003623']"
OMIM:607626,['HP:0003623']
OMIM:607631,['HP:0003621']
OMIM:607641,['HP:0003581']
OMIM:607654,['HP:0011463']
OMIM:607676,"['HP:0003593', 'HP:0011463']"
OMIM:607678,['HP:0003621']
OMIM:607681,['HP:0011463']
OMIM:607682,"['HP:0003621', 'HP:0025709', 'HP:0011463', 'HP:0025710']"
OMIM:607684,"['HP:0011463', 'HP:0003621']"
OMIM:607694,"['HP:0003577', 'HP:0003593', 'HP:0011463', 'HP:0003621']"
OMIM:607706,"['HP:0003577', 'HP:0011463']"
OMIM:607731,['HP:0003621']
OMIM:607734,"['HP:0003621', 'HP:0003593', 'HP:0011463']"
OMIM:607736,['HP:0003596']
OMIM:607745,['HP:0003593']
OMIM:607765,['HP:0003623']
OMIM:607812,['HP:0003577']
OMIM:607821,['HP:0003577']
OMIM:607822,['HP:0003581']
OMIM:607823,"['HP:0003593', 'HP:0034197', 'HP:0011463']"
OMIM:607831,['HP:0003593']
OMIM:607836,['HP:0003621']
OMIM:607855,['HP:0003577']
OMIM:607876,['HP:0003581']
OMIM:607903,['HP:0003577']
OMIM:607906,"['HP:0003593', 'HP:0011463']"
OMIM:607941,['HP:0003577']
OMIM:607944,"['HP:0011463', 'HP:0003577', 'HP:0003621']"
OMIM:608013,['HP:0011461']
OMIM:608022,"['HP:0034199', 'HP:0034198']"
OMIM:608027,"['HP:0003577', 'HP:0003593']"
OMIM:608029,['HP:0003577']
OMIM:608033,['HP:0003593']
OMIM:608049,['HP:0011463']
OMIM:608068,['HP:0011463']
OMIM:608093,"['HP:0003577', 'HP:0003593']"
OMIM:608097,['HP:0003593']
OMIM:608099,['HP:0003621']
OMIM:608104,"['HP:0003577', 'HP:0003593', 'HP:0011461']"
OMIM:608105,"['HP:0003593', 'HP:0011463']"
OMIM:608106,['HP:0011463']
OMIM:608156,['HP:0003577']
OMIM:608161,['HP:0025710']
OMIM:608194,"['HP:0003577', 'HP:0003593', 'HP:0011463', 'HP:0003621', 'HP:0003581']"
OMIM:608217,['HP:0003593']
OMIM:608224,"['HP:0003621', 'HP:0025708']"
OMIM:608233,['HP:0003577']
OMIM:608236,['HP:0003581']
OMIM:608320,['HP:0003581']
OMIM:608323,['HP:0025709']
OMIM:608340,"['HP:0003593', 'HP:0011463']"
OMIM:608345,['HP:0003577']
OMIM:608358,['HP:0011463']
OMIM:608372,['HP:0003621']
OMIM:608390,"['HP:0011462', 'HP:0003623']"
OMIM:608393,['HP:0003577']
OMIM:608415,['HP:0011463']
OMIM:608423,"['HP:0003621', 'HP:0003581']"
OMIM:608443,['HP:0011463']
OMIM:608470,['HP:0003593']
OMIM:608471,['HP:0003584']
OMIM:608474,"['HP:0003577', 'HP:0003621', 'HP:0011463']"
OMIM:608540,['HP:0034197']
OMIM:608553,"['HP:0003593', 'HP:0011463']"
OMIM:608565,['HP:0003577']
OMIM:608567,"['HP:0003577', 'HP:0003621', 'HP:0011463']"
OMIM:608569,['HP:0003596']
OMIM:608572,['HP:0003577']
OMIM:608583,"['HP:0011463', 'HP:0003581']"
OMIM:608594,"['HP:0003577', 'HP:0011463', 'HP:0003623']"
OMIM:608600,['HP:0003621']
OMIM:608612,['HP:0003593']
OMIM:608624,['HP:0003577']
OMIM:608627,"['HP:0003596', 'HP:0011462']"
OMIM:608631,['HP:0003621']
OMIM:608634,['HP:0003581']
OMIM:608636,"['HP:0003593', 'HP:0011463']"
OMIM:608638,['HP:0003621']
OMIM:608643,['HP:0003593']
OMIM:608644,"['HP:0003593', 'HP:0003623']"
OMIM:608647,"['HP:0003621', 'HP:0003593', 'HP:0011463', 'HP:0003623']"
OMIM:608653,['HP:0003577']
OMIM:608654,"['HP:0003621', 'HP:0003593', 'HP:0011463']"
OMIM:608670,"['HP:0011461', 'HP:0003577']"
OMIM:608673,"['HP:0003621', 'HP:0011462']"
OMIM:608687,['HP:0003581']
OMIM:608688,['HP:0003577']
OMIM:608709,['HP:0003621']
OMIM:608710,"['HP:0003596', 'HP:0410280']"
OMIM:608716,"['HP:0003577', 'HP:0011461']"
OMIM:608728,"['HP:0003577', 'HP:0003593']"
OMIM:608739,"['HP:0003593', 'HP:0011463', 'HP:0003577', 'HP:0030674']"
OMIM:608747,['HP:0003577']
OMIM:608751,['HP:0003621']
OMIM:608758,['HP:0003581']
OMIM:608776,['HP:0003593']
OMIM:608779,['HP:0003577']
OMIM:608782,['HP:0003623']
OMIM:608799,['HP:0003593']
OMIM:608800,"['HP:0003593', 'HP:0003623']"
OMIM:608804,['HP:0003593']
OMIM:608805,['HP:0025708']
OMIM:608807,"['HP:0025708', 'HP:0011463']"
OMIM:608810,"['HP:0003596', 'HP:0003581']"
OMIM:608836,['HP:0011461']
OMIM:608840,['HP:0003593']
OMIM:608850,['HP:0003621']
OMIM:608885,"['HP:0003593', 'HP:0003623']"
OMIM:608895,"['HP:0003596', 'HP:0003584', 'HP:0011463', 'HP:0011462']"
OMIM:608898,"['HP:0003621', 'HP:0003593', 'HP:0025708', 'HP:0011463', 'HP:0003623']"
OMIM:608907,['HP:0003584']
OMIM:608908,['HP:0011463']
OMIM:608930,"['HP:0003577', 'HP:0003593']"
OMIM:608931,"['HP:0003593', 'HP:0011463']"
OMIM:608940,['HP:0003593']
OMIM:608957,['HP:0003577']
OMIM:608970,"['HP:0003621', 'HP:0003596', 'HP:0011462']"
OMIM:608971,['HP:0003593']
OMIM:608978,['HP:0003577']
OMIM:608984,['HP:0003596']
OMIM:608988,['HP:0003581']
OMIM:609015,"['HP:0003593', 'HP:0003623']"
OMIM:609029,['HP:0003577']
OMIM:609033,['HP:0011463']
OMIM:609040,['HP:0011462']
OMIM:609041,['HP:0003581']
OMIM:609049,"['HP:0003577', 'HP:0003623']"
OMIM:609053,['HP:0003577']
OMIM:609056,"['HP:0003593', 'HP:0003623']"
OMIM:609060,['HP:0003577']
OMIM:609115,['HP:0003581']
OMIM:609129,"['HP:0003621', 'HP:0011462']"
OMIM:609136,"['HP:0011461', 'HP:0003623']"
OMIM:609141,['HP:0003581']
OMIM:609152,['HP:0003623']
OMIM:609161,['HP:0003596']
OMIM:609180,"['HP:0003593', 'HP:0003623']"
OMIM:609192,"['HP:0003577', 'HP:0003581']"
OMIM:609195,"['HP:0003593', 'HP:0011463', 'HP:0025708']"
OMIM:609200,['HP:0003581']
OMIM:609218,['HP:0003593']
OMIM:609227,['HP:0011463']
OMIM:609241,['HP:0003593']
OMIM:609242,"['HP:0025710', 'HP:0003581']"
OMIM:609253,['HP:0011463']
OMIM:609255,"['HP:0011463', 'HP:0003593']"
OMIM:609270,"['HP:0011463', 'HP:0025708']"
OMIM:609273,['HP:0011463']
OMIM:609283,"['HP:0003581', 'HP:0011462']"
OMIM:609284,['HP:0003621']
OMIM:609285,"['HP:0003577', 'HP:0003593', 'HP:0011463', 'HP:0003621']"
OMIM:609286,['HP:0003581']
OMIM:609304,['HP:0003623']
OMIM:609306,['HP:0003581']
OMIM:609308,['HP:0011463']
OMIM:609311,['HP:0011463']
OMIM:609313,['HP:0003577']
OMIM:609340,"['HP:0003621', 'HP:0003593']"
OMIM:609352,['HP:0003623']
OMIM:609404,['HP:0011462']
OMIM:609432,['HP:0003577']
OMIM:609446,"['HP:0003621', 'HP:0003593', 'HP:0011463', 'HP:0003623']"
OMIM:609452,['HP:0003584']
OMIM:609460,['HP:0003577']
OMIM:609524,['HP:0003581']
OMIM:609528,['HP:0003593']
OMIM:609533,['HP:0003577']
OMIM:609541,"['HP:0003593', 'HP:0011463']"
OMIM:609560,"['HP:0003593', 'HP:0011463']"
OMIM:609583,['HP:0003577']
OMIM:609597,['HP:0003577']
OMIM:609622,['HP:0003621']
OMIM:609634,"['HP:0003621', 'HP:0011462']"
OMIM:609637,"['HP:0003577', 'HP:0011461']"
OMIM:609646,['HP:0003593']
OMIM:609698,['HP:0003623']
OMIM:609734,"['HP:0003593', 'HP:0003623']"
OMIM:609741,['HP:0003577']
OMIM:609757,['HP:0011463']
OMIM:609800,"['HP:0003621', 'HP:0011463', 'HP:0003593']"
OMIM:609812,['HP:0011462']
OMIM:609813,['HP:0003577']
OMIM:609814,['HP:0003621']
OMIM:609823,['HP:0003593']
OMIM:609909,['HP:0011462']
OMIM:609915,['HP:0003581']
OMIM:609924,['HP:0003623']
OMIM:609942,['HP:0003577']
OMIM:609965,"['HP:0003621', 'HP:0025708']"
OMIM:609968,"['HP:0003621', 'HP:0011463', 'HP:0011462']"
OMIM:609975,['HP:0003623']
OMIM:610006,"['HP:0003593', 'HP:0011463']"
OMIM:610015,['HP:0030674']
OMIM:610019,"['HP:0003577', 'HP:0003593']"
OMIM:610024,['HP:0003621']
OMIM:610042,"['HP:0003593', 'HP:0011463', 'HP:0011462', 'HP:0003621']"
OMIM:610048,['HP:0003623']
OMIM:610093,['HP:0003577']
OMIM:610127,"['HP:0003577', 'HP:0011463']"
OMIM:610131,"['HP:0025710', 'HP:0003581']"
OMIM:610153,['HP:0003577']
OMIM:610156,['HP:0003593']
OMIM:610163,['HP:0003593']
OMIM:610168,"['HP:0003593', 'HP:0011463', 'HP:0003577', 'HP:0003621']"
OMIM:610185,['HP:0003593']
OMIM:610189,['HP:0011463']
OMIM:610193,"['HP:0003621', 'HP:0003596', 'HP:0003584', 'HP:0011462']"
OMIM:610199,['HP:0003623']
OMIM:610202,"['HP:0003621', 'HP:0003577']"
OMIM:610204,['HP:0003577']
OMIM:610212,['HP:0003577']
OMIM:610217,['HP:0011463']
OMIM:610245,"['HP:0003596', 'HP:0003584']"
OMIM:610246,"['HP:0003621', 'HP:0011462']"
OMIM:610248,['HP:0003593']
OMIM:610250,"['HP:0003621', 'HP:0003596', 'HP:0011463', 'HP:0011462']"
OMIM:610256,"['HP:0003577', 'HP:0011463']"
OMIM:610265,['HP:0003577']
OMIM:610293,"['HP:0003593', 'HP:0011463']"
OMIM:610333,['HP:0003593']
OMIM:610353,"['HP:0003621', 'HP:0011463', 'HP:0025710']"
OMIM:610370,['HP:0003623']
OMIM:610377,['HP:0003593']
OMIM:610419,['HP:0003593']
OMIM:610420,['HP:0003577']
OMIM:610445,['HP:0011463']
OMIM:610448,"['HP:0011463', 'HP:0003593']"
OMIM:610455,['HP:0003593']
OMIM:610475,"['HP:0011462', 'HP:0003621']"
OMIM:610476,"['HP:0003621', 'HP:0003596', 'HP:0003584', 'HP:0011462']"
OMIM:610489,"['HP:0011462', 'HP:0003621']"
OMIM:610498,['HP:0003577']
OMIM:610504,['HP:0011462']
OMIM:610505,['HP:0003623']
OMIM:610532,['HP:0003577']
OMIM:610542,"['HP:0003621', 'HP:0011463', 'HP:0003623']"
OMIM:610582,"['HP:0025709', 'HP:0011463', 'HP:0003593', 'HP:0003623']"
OMIM:610600,['HP:0003623']
OMIM:610623,['HP:0003577']
OMIM:610678,['HP:0003593']
OMIM:610682,['HP:0030674']
OMIM:610687,"['HP:0003577', 'HP:0011463']"
OMIM:610698,['HP:0003581']
OMIM:610706,['HP:0003577']
OMIM:610708,"['HP:0003621', 'HP:0003596', 'HP:0025710']"
OMIM:610717,['HP:0003581']
OMIM:610725,"['HP:0003621', 'HP:0011463', 'HP:0003593']"
OMIM:610733,['HP:0011461']
OMIM:610738,"['HP:0003593', 'HP:0011463']"
OMIM:610743,['HP:0003581']
OMIM:610756,['HP:0003577']
OMIM:610758,"['HP:0003577', 'HP:0003593']"
OMIM:610759,"['HP:0003593', 'HP:0011463']"
OMIM:610768,"['HP:0003577', 'HP:0003593']"
OMIM:610805,['HP:0003577']
OMIM:610828,['HP:0003577']
OMIM:610829,['HP:0003577']
OMIM:610832,['HP:0003577']
OMIM:610842,['HP:0011462']
OMIM:610915,['HP:0011461']
OMIM:610921,['HP:0003577']
OMIM:610947,['HP:0003581']
OMIM:610951,['HP:0003621']
OMIM:610954,"['HP:0011463', 'HP:0003621']"
OMIM:610967,['HP:0003593']
OMIM:610968,['HP:0003593']
OMIM:610978,"['HP:0003577', 'HP:0003623']"
OMIM:610984,"['HP:0003621', 'HP:0003593', 'HP:0011463']"
OMIM:610992,['HP:0003623']
OMIM:611022,['HP:0003593']
OMIM:611040,['HP:0011462']
OMIM:611067,['HP:0011463']
OMIM:611091,"['HP:0003593', 'HP:0011463']"
OMIM:611092,['HP:0003593']
OMIM:611093,['HP:0011463']
OMIM:611102,['HP:0003577']
OMIM:611126,['HP:0003577']
OMIM:611131,"['HP:0003621', 'HP:0011462']"
OMIM:611174,['HP:0003577']
OMIM:611182,"['HP:0003593', 'HP:0034199']"
OMIM:611209,['HP:0003577']
OMIM:611225,"['HP:0003593', 'HP:0011463']"
OMIM:611252,['HP:0011463']
OMIM:611276,['HP:0003581']
OMIM:611284,['HP:0003581']
OMIM:611302,"['HP:0003621', 'HP:0011463']"
OMIM:611307,"['HP:0003596', 'HP:0011462']"
OMIM:611364,['HP:0003621']
OMIM:611383,['HP:0003577']
OMIM:611390,"['HP:0003621', 'HP:0003596', 'HP:0011463', 'HP:0011462']"
OMIM:611391,"['HP:0003621', 'HP:0011463']"
OMIM:611407,"['HP:0003596', 'HP:0011462']"
OMIM:611451,['HP:0003577']
OMIM:611489,['HP:0003581']
OMIM:611490,"['HP:0003593', 'HP:0011463', 'HP:0003623']"
OMIM:611493,"['HP:0003596', 'HP:0003584']"
OMIM:611523,['HP:0003577']
OMIM:611528,['HP:0003581']
OMIM:611544,['HP:0003577']
OMIM:611561,['HP:0003577']
OMIM:611584,['HP:0003577']
OMIM:611588,['HP:0003593']
OMIM:611603,"['HP:0003577', 'HP:0003623']"
OMIM:611615,"['HP:0003621', 'HP:0003596', 'HP:0011462']"
OMIM:611637,['HP:0003581']
OMIM:611705,"['HP:0003593', 'HP:0003623']"
OMIM:611719,"['HP:0003577', 'HP:0030674', 'HP:0034197']"
OMIM:611721,"['HP:0003577', 'HP:0003623']"
OMIM:611722,['HP:0003593']
OMIM:611726,['HP:0003593']
OMIM:611762,"['HP:0003593', 'HP:0003623']"
OMIM:611783,['HP:0011462']
OMIM:611812,['HP:0030674']
OMIM:611816,['HP:0003593']
OMIM:611818,"['HP:0003621', 'HP:0025710']"
OMIM:611819,"['HP:0003621', 'HP:0011463', 'HP:0003581']"
OMIM:611820,['HP:0003621']
OMIM:611878,"['HP:0003577', 'HP:0003596', 'HP:0003584', 'HP:0011463', 'HP:0011462', 'HP:0011461', 'HP:0003623']"
OMIM:611879,"['HP:0003596', 'HP:0003584', 'HP:0011462']"
OMIM:611880,['HP:0011462']
OMIM:611881,['HP:0003593']
OMIM:611884,['HP:0011463']
OMIM:611890,['HP:0003577']
OMIM:611938,['HP:0011463']
OMIM:611944,['HP:0011463']
OMIM:612015,['HP:0003593']
OMIM:612016,"['HP:0003593', 'HP:0011463']"
OMIM:612018,['HP:0003621']
OMIM:612067,"['HP:0011463', 'HP:0003621', 'HP:0025708']"
OMIM:612069,['HP:0003584']
OMIM:612073,['HP:0003593']
OMIM:612075,"['HP:0003577', 'HP:0003623']"
OMIM:612095,['HP:0011463']
OMIM:612098,"['HP:0003621', 'HP:0003596', 'HP:0003584', 'HP:0003581', 'HP:0011462']"
OMIM:612124,['HP:0003581']
OMIM:612126,"['HP:0003621', 'HP:0003593']"
OMIM:612132,['HP:0003593']
OMIM:612138,['HP:0011461']
OMIM:612158,"['HP:0003621', 'HP:0011462']"
OMIM:612164,"['HP:0003593', 'HP:0003623']"
OMIM:612199,['HP:0003593']
OMIM:612201,"['HP:0003596', 'HP:0011462']"
OMIM:612225,['HP:0011462']
OMIM:612233,['HP:0003623']
OMIM:612240,"['HP:0003596', 'HP:0025708', 'HP:0025710']"
OMIM:612281,['HP:0003577']
OMIM:612284,['HP:0011461']
OMIM:612289,['HP:0003577']
OMIM:612290,['HP:0003577']
OMIM:612291,['HP:0003623']
OMIM:612300,['HP:0003593']
OMIM:612301,"['HP:0003593', 'HP:0003623']"
OMIM:612304,"['HP:0003621', 'HP:0003593', 'HP:0003623']"
OMIM:612313,"['HP:0003593', 'HP:0003577']"
OMIM:612319,"['HP:0011463', 'HP:0003621']"
OMIM:612337,['HP:0003593']
OMIM:612347,['HP:0003577']
OMIM:612379,"['HP:0003577', 'HP:0003593']"
OMIM:612387,['HP:0003581']
OMIM:612389,['HP:0003577']
OMIM:612394,['HP:0011461']
OMIM:612422,['HP:0011463']
OMIM:612423,['HP:0003584']
OMIM:612437,['HP:0003621']
OMIM:612438,"['HP:0003593', 'HP:0011463']"
OMIM:612444,['HP:0003623']
OMIM:612469,['HP:0003577']
OMIM:612526,['HP:0003593']
OMIM:612528,['HP:0003593']
