database_id,hpo_ids_list
OMIM:248190,"['HP:0003621', 'HP:0003593', 'HP:0011463']"
OMIM:248250,"['HP:0003593', 'HP:0011463', 'HP:0011462', 'HP:0003621']"
OMIM:248300,['HP:0003593']
OMIM:248370,"['HP:0011463', 'HP:0003621']"
OMIM:248390,['HP:0003577']
OMIM:248450,['HP:0003577']
OMIM:248510,['HP:0003593']
OMIM:248700,['HP:0003577']
OMIM:248800,"['HP:0003593', 'HP:0011463']"
OMIM:248900,['HP:0011463']
OMIM:248910,['HP:0011463']
OMIM:249000,['HP:0034198']
OMIM:249100,"['HP:0003593', 'HP:0011463', 'HP:0011462', 'HP:0003621']"
OMIM:249270,"['HP:0011463', 'HP:0011462', 'HP:0003621']"
OMIM:249420,['HP:0003623']
OMIM:249500,['HP:0011463']
OMIM:249900,['HP:0011463']
OMIM:250250,"['HP:0003577', 'HP:0003593', 'HP:0011463']"
OMIM:250400,"['HP:0003621', 'HP:0003593']"
OMIM:250410,"['HP:0011463', 'HP:0003577', 'HP:0030674', 'HP:0003621']"
OMIM:250460,['HP:0011463']
OMIM:250620,['HP:0003593']
OMIM:250790,['HP:0003577']
OMIM:250940,"['HP:0003593', 'HP:0003623']"
OMIM:250950,"['HP:0003593', 'HP:0003581']"
OMIM:251000,"['HP:0003593', 'HP:0011463', 'HP:0003623']"
OMIM:251100,['HP:0003593']
OMIM:251110,"['HP:0003593', 'HP:0011463', 'HP:0003623']"
OMIM:251120,['HP:0003593']
OMIM:251200,['HP:0003577']
OMIM:251230,['HP:0003577']
OMIM:251255,['HP:0003577']
OMIM:251260,['HP:0003577']
OMIM:251270,['HP:0003577']
OMIM:251280,"['HP:0030674', 'HP:0003593']"
OMIM:251290,"['HP:0003593', 'HP:0003623']"
OMIM:251300,['HP:0003593']
OMIM:251750,['HP:0003621']
OMIM:251850,['HP:0003623']
OMIM:251880,"['HP:0003593', 'HP:0003623']"
OMIM:251900,['HP:0003621']
OMIM:251950,['HP:0011463']
OMIM:252010,['HP:0003593']
OMIM:252011,['HP:0003593']
OMIM:252160,['HP:0003623']
OMIM:252500,"['HP:0003593', 'HP:0011463', 'HP:0011461']"
OMIM:252600,"['HP:0003593', 'HP:0011463', 'HP:0011462', 'HP:0003621']"
OMIM:252605,['HP:0003621']
OMIM:252650,['HP:0003593']
OMIM:252900,['HP:0011463']
OMIM:252920,"['HP:0011463', 'HP:0003621']"
OMIM:252930,"['HP:0011463', 'HP:0003621']"
OMIM:252940,"['HP:0003593', 'HP:0011463']"
OMIM:253000,"['HP:0003593', 'HP:0003621']"
OMIM:253010,['HP:0003621']
OMIM:253200,"['HP:0003593', 'HP:0011463']"
OMIM:253220,"['HP:0003593', 'HP:0011461']"
OMIM:253250,['HP:0003593']
OMIM:253260,"['HP:0003593', 'HP:0011463']"
OMIM:253270,['HP:0003623']
OMIM:253280,['HP:0003577']
OMIM:253300,"['HP:0003593', 'HP:0003623']"
OMIM:253400,"['HP:0003621', 'HP:0025708']"
OMIM:253600,"['HP:0003621', 'HP:0011463']"
OMIM:253601,"['HP:0003621', 'HP:0011462']"
OMIM:253700,"['HP:0003621', 'HP:0011463']"
OMIM:253800,['HP:0003593']
OMIM:254090,['HP:0003593']
OMIM:254110,['HP:0011462']
OMIM:254120,['HP:0003577']
OMIM:254130,['HP:0003581']
OMIM:254210,"['HP:0003577', 'HP:0003623']"
OMIM:254300,"['HP:0003621', 'HP:0011463']"
OMIM:254450,['HP:0003593']
OMIM:254500,['HP:0003581']
OMIM:254770,['HP:0003621']
OMIM:254800,['HP:0003621']
OMIM:254900,"['HP:0003621', 'HP:0025708']"
OMIM:254940,"['HP:0003593', 'HP:0003621']"
OMIM:255100,['HP:0003593']
OMIM:255110,"['HP:0011463', 'HP:0011462']"
OMIM:255120,['HP:0011463']
OMIM:255125,"['HP:0011463', 'HP:0003621']"
OMIM:255160,"['HP:0025710', 'HP:0003621']"
OMIM:255200,"['HP:0003577', 'HP:0003621']"
OMIM:255310,['HP:0003577']
OMIM:255320,"['HP:0003577', 'HP:0011463', 'HP:0003623']"
OMIM:255600,['HP:0011463']
OMIM:255700,"['HP:0003621', 'HP:0011463', 'HP:0011462']"
OMIM:255800,"['HP:0003593', 'HP:0011463', 'HP:0003577']"
OMIM:255995,['HP:0003577']
OMIM:256000,"['HP:0003593', 'HP:0011463']"
OMIM:256020,"['HP:0003621', 'HP:0003596', 'HP:0003584', 'HP:0011462']"
OMIM:256030,['HP:0003593']
OMIM:256040,"['HP:0003593', 'HP:0011463']"
OMIM:256150,['HP:0003593']
OMIM:256300,['HP:0003577']
OMIM:256370,['HP:0011463']
OMIM:256500,['HP:0003577']
OMIM:256520,['HP:0003577']
OMIM:256600,['HP:0011463']
OMIM:256710,['HP:0003593']
OMIM:256730,['HP:0003621']
OMIM:256731,['HP:0003621']
OMIM:256800,['HP:0003593']
OMIM:256810,"['HP:0003593', 'HP:0003623', 'HP:0003577', 'HP:0003621', 'HP:0011463', 'HP:0011462']"
OMIM:256840,['HP:0011463']
OMIM:256850,"['HP:0003593', 'HP:0003621']"
OMIM:257200,['HP:0003593']
OMIM:257220,"['HP:0011462', 'HP:0003621']"
OMIM:257270,['HP:0011463']
OMIM:257300,['HP:0030674']
OMIM:257850,['HP:0003577']
OMIM:257980,"['HP:0003577', 'HP:0011463']"
OMIM:258150,['HP:0011462']
OMIM:258450,"['HP:0003596', 'HP:0011462']"
OMIM:258480,['HP:0003577']
OMIM:258500,['HP:0011463']
OMIM:258870,['HP:0011463']
OMIM:259050,"['HP:0003623', 'HP:0003577']"
OMIM:259100,['HP:0003577']
OMIM:259440,"['HP:0003577', 'HP:0003593', 'HP:0034198']"
OMIM:259450,['HP:0003577']
OMIM:259600,"['HP:0003593', 'HP:0011463', 'HP:0003621']"
OMIM:259700,['HP:0003593']
OMIM:259710,"['HP:0003593', 'HP:0003623']"
OMIM:259720,"['HP:0003593', 'HP:0003623']"
OMIM:259770,"['HP:0003577', 'HP:0003593']"
OMIM:259775,['HP:0003577']
OMIM:259900,['HP:0003593']
OMIM:260000,['HP:0003593']
OMIM:260300,"['HP:0003621', 'HP:0011463']"
OMIM:260350,['HP:0003581']
OMIM:260370,"['HP:0003577', 'HP:0011461']"
OMIM:260500,['HP:0025709']
OMIM:260540,"['HP:0003581', 'HP:0011462']"
OMIM:260570,"['HP:0003621', 'HP:0025708']"
OMIM:260600,['HP:0003593']
OMIM:260920,['HP:0003593']
OMIM:261000,"['HP:0003621', 'HP:0011463']"
OMIM:261100,['HP:0011463']
OMIM:261515,['HP:0003623']
OMIM:261550,['HP:0003577']
OMIM:261630,['HP:0003593']
OMIM:261640,"['HP:0003593', 'HP:0003623']"
OMIM:261680,['HP:0003593']
OMIM:261740,"['HP:0003577', 'HP:0034197']"
OMIM:261750,"['HP:0003593', 'HP:0011463']"
OMIM:262000,['HP:0003593']
OMIM:262400,['HP:0003593']
OMIM:262500,['HP:0011463']
OMIM:263000,['HP:0003593']
OMIM:263200,"['HP:0003577', 'HP:0003596', 'HP:0030674', 'HP:0003593', 'HP:0011463', 'HP:0011462', 'HP:0003623']"
OMIM:263210,['HP:0003577']
OMIM:263300,"['HP:0003596', 'HP:0003584', 'HP:0025709']"
OMIM:263400,"['HP:0003621', 'HP:0003593', 'HP:0011463']"
OMIM:263570,['HP:0003596']
OMIM:263650,"['HP:0011461', 'HP:0003577']"
OMIM:263700,['HP:0003577']
OMIM:263800,['HP:0003621']
OMIM:264090,['HP:0003577']
OMIM:264350,['HP:0003623']
OMIM:264470,"['HP:0003593', 'HP:0003623']"
OMIM:264700,"['HP:0003593', 'HP:0011463']"
OMIM:265000,['HP:0011461']
OMIM:265050,['HP:0003577']
OMIM:265100,"['HP:0003621', 'HP:0011463', 'HP:0011462']"
OMIM:265120,['HP:0003623']
OMIM:265300,['HP:0030674']
OMIM:265400,"['HP:0003593', 'HP:0011463', 'HP:0003623']"
OMIM:265900,"['HP:0003621', 'HP:0003581', 'HP:0011463']"
OMIM:266100,['HP:0003623']
OMIM:266120,"['HP:0003621', 'HP:0003596', 'HP:0011463', 'HP:0003623']"
OMIM:266150,"['HP:0003577', 'HP:0003593']"
OMIM:266200,"['HP:0003577', 'HP:0011463']"
OMIM:266265,['HP:0003593']
OMIM:266510,"['HP:0003577', 'HP:0003593']"
OMIM:266900,"['HP:0003621', 'HP:0011462']"
OMIM:266920,"['HP:0003593', 'HP:0003577', 'HP:0011463']"
OMIM:267450,['HP:0003577']
OMIM:267750,"['HP:0011463', 'HP:0003577']"
OMIM:268130,"['HP:0003593', 'HP:0011463']"
OMIM:268200,"['HP:0003621', 'HP:0011463']"
OMIM:268300,['HP:0003577']
OMIM:268305,['HP:0003577']
OMIM:268310,['HP:0003577']
OMIM:268315,['HP:0011463']
OMIM:268800,['HP:0003593']
OMIM:269250,['HP:0011461']
OMIM:269400,"['HP:0003577', 'HP:0003623']"
OMIM:269500,['HP:0025709']
OMIM:269600,['HP:0003581']
OMIM:269700,['HP:0003577']
OMIM:269840,['HP:0003593']
OMIM:269921,['HP:0003593']
OMIM:270100,['HP:0003577']
OMIM:270200,['HP:0003577']
OMIM:270300,['HP:0003623']
OMIM:270400,['HP:0003577']
OMIM:270450,['HP:0003577']
OMIM:270550,['HP:0003593']
OMIM:270600,['HP:0003593']
OMIM:270685,['HP:0003621']
OMIM:270750,['HP:0011463']
OMIM:270800,"['HP:0003596', 'HP:0011463', 'HP:0011462', 'HP:0003621']"
OMIM:270960,['HP:0011462']
OMIM:271150,['HP:0011462']
OMIM:271200,['HP:0003593']
OMIM:271245,['HP:0003593']
OMIM:271400,['HP:0003593']
OMIM:271530,['HP:0003621']
OMIM:271665,['HP:0030674']
OMIM:271700,['HP:0003577']
OMIM:271900,['HP:0003593']
OMIM:271930,"['HP:0003593', 'HP:0011463']"
OMIM:271980,"['HP:0003593', 'HP:0011463', 'HP:0011462', 'HP:0003621']"
OMIM:272300,['HP:0003623']
OMIM:272750,['HP:0003593']
OMIM:272800,['HP:0003593']
OMIM:273395,['HP:0011461']
OMIM:273800,['HP:0003623']
OMIM:273900,"['HP:0003621', 'HP:0003593', 'HP:0011463']"
OMIM:274000,['HP:0003577']
OMIM:274270,"['HP:0003577', 'HP:0003593', 'HP:0011463', 'HP:0003621']"
OMIM:274300,['HP:0003621']
OMIM:274500,['HP:0003593']
OMIM:275100,['HP:0003593']
OMIM:275200,['HP:0003577']
OMIM:275210,"['HP:0011461', 'HP:0034197', 'HP:0003577']"
OMIM:275350,"['HP:0003593', 'HP:0003623']"
OMIM:275400,['HP:0011462']
OMIM:275900,['HP:0011463']
OMIM:276710,"['HP:0003593', 'HP:0003623']"
OMIM:276880,['HP:0011463']
OMIM:276900,['HP:0003593']
OMIM:276902,"['HP:0003577', 'HP:0011463']"
OMIM:277000,"['HP:0003577', 'HP:0034197']"
OMIM:277170,['HP:0003577']
OMIM:277300,['HP:0011461']
OMIM:277380,"['HP:0003593', 'HP:0011463', 'HP:0003623', 'HP:0003621']"
OMIM:277400,"['HP:0003596', 'HP:0003593', 'HP:0011463', 'HP:0011462', 'HP:0003623', 'HP:0003621']"
OMIM:277410,['HP:0003593']
OMIM:277440,"['HP:0003593', 'HP:0003623']"
OMIM:277450,"['HP:0003593', 'HP:0003623']"
OMIM:277460,['HP:0003621']
OMIM:277470,['HP:0003577']
OMIM:277590,['HP:0011461']
OMIM:277700,"['HP:0011462', 'HP:0003621']"
OMIM:277900,"['HP:0011463', 'HP:0011462', 'HP:0025710', 'HP:0003621', 'HP:0025709']"
OMIM:277950,"['HP:0003593', 'HP:0011463']"
OMIM:278000,"['HP:0003593', 'HP:0003621']"
OMIM:278150,['HP:0003577']
OMIM:278250,['HP:0003577']
OMIM:278700,"['HP:0003623', 'HP:0003621']"
OMIM:278720,['HP:0011463']
OMIM:278750,['HP:0003593']
OMIM:278760,"['HP:0011463', 'HP:0003621']"
OMIM:278780,"['HP:0003593', 'HP:0003623']"
OMIM:278800,['HP:0011463']
OMIM:278850,['HP:0011462']
OMIM:280000,['HP:0003593']
OMIM:300000,['HP:0003577']
OMIM:300029,"['HP:0003596', 'HP:0011463']"
OMIM:300048,['HP:0003593']
OMIM:300055,['HP:0003593']
OMIM:300066,['HP:0011463']
OMIM:300067,['HP:0003593']
OMIM:300088,"['HP:0003593', 'HP:0011463']"
OMIM:300106,['HP:0011463']
OMIM:300114,['HP:0003593']
OMIM:300194,"['HP:0003593', 'HP:0011463', 'HP:0003581']"
OMIM:300200,"['HP:0003621', 'HP:0003593', 'HP:0011463', 'HP:0011462', 'HP:0003623']"
OMIM:300209,"['HP:0003577', 'HP:0003593']"
OMIM:300219,"['HP:0003577', 'HP:0011461']"
OMIM:300232,['HP:0011463']
OMIM:300257,"['HP:0011463', 'HP:0003621']"
OMIM:300266,['HP:0003621']
OMIM:300280,"['HP:0003593', 'HP:0011463']"
OMIM:300299,['HP:0003577']
OMIM:300310,['HP:0003593']
OMIM:300322,"['HP:0003593', 'HP:0011463', 'HP:0011462', 'HP:0003621']"
OMIM:300352,['HP:0003593']
OMIM:300367,['HP:0003593']
OMIM:300376,['HP:0003581']
OMIM:300387,['HP:0011463']
OMIM:300400,"['HP:0003593', 'HP:0003623']"
OMIM:300406,['HP:0003577']
OMIM:300423,"['HP:0003593', 'HP:0003623']"
OMIM:300424,"['HP:0003621', 'HP:0011463']"
OMIM:300425,['HP:0011463']
OMIM:300438,['HP:0003593']
OMIM:300472,['HP:0003577']
OMIM:300475,"['HP:0003577', 'HP:0003593']"
OMIM:300486,['HP:0003593']
OMIM:300489,['HP:0003621']
OMIM:300495,['HP:0011463']
OMIM:300496,['HP:0011463']
OMIM:300510,['HP:0003621']
OMIM:300511,['HP:0011462']
OMIM:300514,"['HP:0003593', 'HP:0011463']"
OMIM:300523,['HP:0003577']
OMIM:300534,['HP:0011463']
OMIM:300539,['HP:0003593']
OMIM:300555,['HP:0011463']
OMIM:300559,['HP:0003596']
OMIM:300578,['HP:0011463']
OMIM:300580,['HP:0003577']
OMIM:300581,['HP:0003623']
OMIM:300604,['HP:0011462']
OMIM:300607,"['HP:0003577', 'HP:0003593', 'HP:0011463']"
OMIM:300614,['HP:0011463']
OMIM:300623,['HP:0003584']
OMIM:300624,['HP:0011463']
OMIM:300633,['HP:0003577']
OMIM:300636,['HP:0003593']
OMIM:300645,['HP:0003593']
OMIM:300652,['HP:0003577']
OMIM:300653,['HP:0003621']
OMIM:300659,"['HP:0003577', 'HP:0003593']"
OMIM:300661,['HP:0003577']
OMIM:300672,['HP:0003593']
OMIM:300673,['HP:0003577']
OMIM:300676,"['HP:0011463', 'HP:0003623']"
OMIM:300695,"['HP:0003596', 'HP:0011462']"
OMIM:300696,['HP:0011462']
OMIM:300699,['HP:0003593']
OMIM:300703,['HP:0003623']
OMIM:300705,['HP:0011463']
OMIM:300707,['HP:0003577']
OMIM:300717,['HP:0011463']
OMIM:300718,['HP:0003621']
OMIM:300751,['HP:0011463']
OMIM:300752,['HP:0011463']
OMIM:300755,"['HP:0003593', 'HP:0011463', 'HP:0003623', 'HP:0003621']"
OMIM:300758,['HP:0003577']
OMIM:300803,['HP:0011463']
OMIM:300804,['HP:0003577']
OMIM:300814,['HP:0003593']
OMIM:300816,['HP:0003593']
OMIM:300818,['HP:0003581']
OMIM:300830,['HP:0003593']
OMIM:300835,['HP:0003593']
OMIM:300842,['HP:0003581']
OMIM:300853,"['HP:0011462', 'HP:0003621']"
OMIM:300855,['HP:0003577']
OMIM:300857,"['HP:0003621', 'HP:0003596', 'HP:0003584', 'HP:0003581', 'HP:0011462']"
OMIM:300858,"['HP:0011463', 'HP:0003593']"
OMIM:300860,['HP:0003593']
OMIM:300868,"['HP:0003593', 'HP:0003577', 'HP:0011461']"
OMIM:300884,['HP:0003593']
OMIM:300894,['HP:0011463']
OMIM:300896,['HP:0003623']
OMIM:300905,"['HP:0003621', 'HP:0003621', 'HP:0003596', 'HP:0011463']"
OMIM:300908,"['HP:0003577', 'HP:0003621', 'HP:0003596', 'HP:0003593', 'HP:0011463', 'HP:0011462']"
OMIM:300911,"['HP:0003621', 'HP:0003596', 'HP:0025709']"
OMIM:300912,['HP:0003593']
OMIM:300914,['HP:0003577']
OMIM:300915,['HP:0003577']
OMIM:300928,['HP:0003593']
OMIM:300934,['HP:0003577']
OMIM:300942,"['HP:0003593', 'HP:0011463']"
OMIM:300946,['HP:0003577']
OMIM:300952,"['HP:0003577', 'HP:0034197']"
OMIM:300953,['HP:0003577']
OMIM:300958,['HP:0003593']
OMIM:300966,['HP:0003577']
OMIM:300972,"['HP:0003593', 'HP:0011463', 'HP:0003623']"
OMIM:300978,['HP:0003593']
OMIM:300983,['HP:0003593']
OMIM:300985,['HP:0011462']
OMIM:300986,['HP:0003593']
OMIM:300990,['HP:0003593']
OMIM:300991,['HP:0003623']
OMIM:300998,"['HP:0011461', 'HP:0003577']"
OMIM:301000,['HP:0003593']
OMIM:301006,"['HP:0003593', 'HP:0011463']"
OMIM:301014,['HP:0030674']
OMIM:301015,['HP:0003577']
OMIM:301018,['HP:0003577']
OMIM:301020,"['HP:0003593', 'HP:0011463']"
OMIM:301021,['HP:0003577']
OMIM:301022,['HP:0003577']
OMIM:301024,['HP:0003593']
OMIM:301025,['HP:0011463']
OMIM:301028,"['HP:0003577', 'HP:0003621', 'HP:0011463', 'HP:0003581', 'HP:0003593']"
OMIM:301029,['HP:0003593']
OMIM:301030,['HP:0003577']
OMIM:301033,['HP:0003593']
OMIM:301035,['HP:0003623']
OMIM:301040,['HP:0011463']
OMIM:301044,['HP:0003577']
OMIM:301045,['HP:0003593']
OMIM:301054,['HP:0003596']
OMIM:301056,['HP:0003577']
OMIM:301058,"['HP:0003593', 'HP:0003623']"
OMIM:301069,"['HP:0003593', 'HP:0011463']"
OMIM:301071,['HP:0003581']
OMIM:301072,['HP:0003593']
OMIM:301074,"['HP:0003593', 'HP:0011463', 'HP:0003621']"
OMIM:301075,"['HP:0003596', 'HP:0011462']"
OMIM:301076,['HP:0011463']
OMIM:301077,['HP:0011462']
OMIM:301078,"['HP:0003621', 'HP:0003593', 'HP:0025708']"
OMIM:301080,"['HP:0003621', 'HP:0025708']"
OMIM:301081,['HP:0003593']
OMIM:301082,"['HP:0011463', 'HP:0003581']"
OMIM:301091,"['HP:0011463', 'HP:0011462', 'HP:0003621']"
OMIM:301094,['HP:0003593']
OMIM:301095,['HP:0011463']
OMIM:301099,['HP:0011462']
OMIM:301101,['HP:0011462']
OMIM:301106,['HP:0011462']
OMIM:301107,['HP:0003593']
OMIM:301108,"['HP:0003621', 'HP:0003593', 'HP:0011463']"
OMIM:301109,"['HP:0003593', 'HP:0011463', 'HP:0003577', 'HP:0003621']"
OMIM:301110,['HP:0003593']
OMIM:301111,['HP:0003593']
OMIM:301114,['HP:0003577']
OMIM:301115,"['HP:0011463', 'HP:0003593']"
OMIM:301116,['HP:0011463']
OMIM:301118,['HP:0003623']
OMIM:301119,['HP:0011462']
OMIM:301134,"['HP:0003593', 'HP:0011462', 'HP:0034198']"
OMIM:301220,['HP:0011463']
OMIM:301310,"['HP:0003593', 'HP:0011463', 'HP:0003577']"
OMIM:301500,['HP:0003621']
OMIM:301830,['HP:0003623']
OMIM:301845,['HP:0003593']
OMIM:302030,['HP:0011463']
OMIM:302045,['HP:0003621']
OMIM:302060,['HP:0003593']
OMIM:302350,['HP:0003577']
OMIM:302500,"['HP:0003577', 'HP:0003621', 'HP:0003593']"
OMIM:302700,['HP:0003621']
OMIM:302801,['HP:0003593']
OMIM:302960,['HP:0003577']
OMIM:303100,"['HP:0003621', 'HP:0011463']"
OMIM:303600,['HP:0003593']
OMIM:303800,['HP:0003577']
OMIM:304020,['HP:0011462']
OMIM:304100,['HP:0034198']
OMIM:304120,['HP:0003577']
OMIM:304340,"['HP:0003593', 'HP:0011463', 'HP:0003623']"
OMIM:304700,['HP:0011463']
OMIM:304790,['HP:0003593']
OMIM:304800,"['HP:0003577', 'HP:0003623']"
OMIM:305000,['HP:0003621']
OMIM:305100,['HP:0003593']
OMIM:305390,"['HP:0003593', 'HP:0011463']"
OMIM:305400,['HP:0011463']
OMIM:305600,['HP:0003577']
OMIM:306000,"['HP:0003621', 'HP:0003593', 'HP:0011463']"
OMIM:306400,"['HP:0011463', 'HP:0003621']"
OMIM:306955,['HP:0003577']
OMIM:307030,"['HP:0011463', 'HP:0003621', 'HP:0003581']"
OMIM:307800,['HP:0003593']
OMIM:308050,['HP:0003577']
OMIM:308100,"['HP:0003577', 'HP:0003593', 'HP:0011463', 'HP:0003623']"
OMIM:308205,"['HP:0003577', 'HP:0003577']"
OMIM:308230,['HP:0003593']
OMIM:308240,['HP:0011463']
OMIM:308300,['HP:0003577']
OMIM:308350,"['HP:0003577', 'HP:0003623']"
OMIM:308700,"['HP:0003577', 'HP:0003593']"
OMIM:308940,"['HP:0025710', 'HP:0003621']"
OMIM:309000,['HP:0003577']
OMIM:309120,['HP:0011462']
OMIM:309200,['HP:0003593']
OMIM:309400,['HP:0003593']
OMIM:309520,['HP:0003593']
OMIM:309530,['HP:0003593']
OMIM:309541,"['HP:0030674', 'HP:0003593', 'HP:0003623']"
OMIM:309549,"['HP:0003593', 'HP:0011463']"
OMIM:309590,['HP:0003593']
OMIM:309630,['HP:0003577']
OMIM:309801,['HP:0003577']
OMIM:309900,"['HP:0003593', 'HP:0011463', 'HP:0011462', 'HP:0003621']"
OMIM:310200,['HP:0011463']
OMIM:310300,"['HP:0003621', 'HP:0011463']"
OMIM:310440,['HP:0011463']
OMIM:310500,['HP:0011463']
OMIM:310600,['HP:0003593']
OMIM:310700,['HP:0003593']
OMIM:310980,['HP:0003577']
OMIM:311070,['HP:0011463']
OMIM:311200,['HP:0003577']
OMIM:311250,"['HP:0003593', 'HP:0011463', 'HP:0003623', 'HP:0003621', 'HP:0003581']"
OMIM:311360,['HP:0003581']
OMIM:311510,"['HP:0003596', 'HP:0011462']"
OMIM:311900,['HP:0003577']
OMIM:312080,['HP:0003593']
OMIM:312170,['HP:0003593']
OMIM:312500,['HP:0003593']
OMIM:312600,"['HP:0003621', 'HP:0011463', 'HP:0011462']"
OMIM:312750,['HP:0011463']
OMIM:312863,['HP:0003593']
OMIM:312910,['HP:0003621']
OMIM:312920,"['HP:0003621', 'HP:0003593', 'HP:0011463']"
OMIM:313200,['HP:0003581']
OMIM:313400,['HP:0003621']
OMIM:314250,['HP:0003581']
OMIM:314390,['HP:0034197']
OMIM:314580,['HP:0003577']
OMIM:400042,['HP:0011462']
OMIM:415000,['HP:0011462']
OMIM:500002,['HP:0025710']
OMIM:500003,"['HP:0003593', 'HP:0011463']"
OMIM:500007,['HP:0011463']
OMIM:500009,['HP:0003623']
OMIM:557000,"['HP:0003593', 'HP:0011461', 'HP:0003623']"
OMIM:560000,['HP:0003593']
OMIM:600059,"['HP:0003621', 'HP:0011463', 'HP:0011462']"
OMIM:600060,['HP:0003577']
OMIM:600072,['HP:0003581']
OMIM:600081,"['HP:0003593', 'HP:0011463']"
OMIM:600082,['HP:0003593']
OMIM:600105,['HP:0011463']
OMIM:600116,"['HP:0003596', 'HP:0011462', 'HP:0025710', 'HP:0003621', 'HP:0025708']"
OMIM:600131,['HP:0011463']
OMIM:600142,"['HP:0003596', 'HP:0003621', 'HP:0025708']"
OMIM:600143,"['HP:0003621', 'HP:0011463']"
OMIM:600145,['HP:0003577']
OMIM:600151,['HP:0003577']
OMIM:600155,['HP:0003577']
OMIM:600175,['HP:0003577']
OMIM:600204,['HP:0011463']
OMIM:600224,['HP:0003593']
OMIM:600231,['HP:0011463']
OMIM:600251,['HP:0003577']
OMIM:600268,['HP:0003577']
OMIM:600274,"['HP:0003596', 'HP:0025710']"
OMIM:600316,['HP:0003577']
OMIM:600334,['HP:0003581']
OMIM:600348,['HP:0003577']
OMIM:600361,"['HP:0003581', 'HP:0011463']"
OMIM:600373,"['HP:0003593', 'HP:0003577']"
OMIM:600430,['HP:0003577']
OMIM:600462,"['HP:0003593', 'HP:0011463']"
OMIM:600496,['HP:0003593']
OMIM:600501,['HP:0003577']
OMIM:600510,['HP:0011462']
OMIM:600512,"['HP:0003621', 'HP:0003596', 'HP:0011462']"
OMIM:600513,['HP:0011463']
OMIM:600624,"['HP:0003621', 'HP:0011463']"
OMIM:600627,['HP:0003623']
OMIM:600630,['HP:0003593']
OMIM:600649,['HP:0003593']
OMIM:600666,"['HP:0003621', 'HP:0003596', 'HP:0003584', 'HP:0011462']"
OMIM:600721,['HP:0003593']
OMIM:600775,"['HP:0003593', 'HP:0011463']"
OMIM:600785,['HP:0003593']
OMIM:600791,['HP:0003577']
OMIM:600794,['HP:0011462']
OMIM:600795,['HP:0003596']
OMIM:600802,['HP:0003593']
OMIM:600803,['HP:0003581']
OMIM:600880,['HP:0003581']
OMIM:600881,['HP:0003577']
OMIM:600882,['HP:0003621']
OMIM:600886,['HP:0003581']
OMIM:600920,['HP:0003577']
OMIM:600955,['HP:0011463']
OMIM:600962,['HP:0003577']
OMIM:600965,['HP:0003621']
OMIM:600971,['HP:0003577']
OMIM:600972,['HP:0003577']
OMIM:600974,"['HP:0003621', 'HP:0003577']"
OMIM:600977,['HP:0011463']
OMIM:600987,['HP:0003577']
OMIM:600995,"['HP:0003621', 'HP:0011463']"
OMIM:601001,"['HP:0003577', 'HP:0003593']"
OMIM:601003,"['HP:0011463', 'HP:0003623']"
OMIM:601068,['HP:0003581']
OMIM:601071,['HP:0003577']
OMIM:601072,"['HP:0003577', 'HP:0011463']"
OMIM:601098,"['HP:0003621', 'HP:0003596']"
OMIM:601104,"['HP:0003584', 'HP:0003581']"
OMIM:601110,['HP:0003577']
OMIM:601152,"['HP:0003593', 'HP:0011463', 'HP:0003621']"
OMIM:601154,"['HP:0003621', 'HP:0011462']"
OMIM:601162,"['HP:0011462', 'HP:0003621']"
OMIM:601186,"['HP:0003577', 'HP:0034198']"
OMIM:601198,"['HP:0003621', 'HP:0011463', 'HP:0011462']"
OMIM:601214,['HP:0003577']
OMIM:601238,"['HP:0003577', 'HP:0003593']"
OMIM:601277,['HP:0003577']
OMIM:601287,['HP:0011463']
OMIM:601331,['HP:0030674']
OMIM:601338,"['HP:0003593', 'HP:0011463', 'HP:0003621']"
OMIM:601357,['HP:0003577']
OMIM:601358,['HP:0003623']
OMIM:601367,['HP:0003581']
OMIM:601369,['HP:0011462']
OMIM:601390,['HP:0003577']
OMIM:601399,['HP:0011463']
OMIM:601419,['HP:0003581']
OMIM:601455,['HP:0011463']
OMIM:601462,"['HP:0003596', 'HP:0003593', 'HP:0003621', 'HP:0025709']"
OMIM:601472,['HP:0011462']
OMIM:601492,"['HP:0003621', 'HP:0011463']"
OMIM:601493,['HP:0003581']
OMIM:601494,"['HP:0003621', 'HP:0003596', 'HP:0003593', 'HP:0011462', 'HP:0011461']"
OMIM:601495,"['HP:0003593', 'HP:0011463']"
OMIM:601518,['HP:0003581']
OMIM:601552,['HP:0011463']
OMIM:601553,"['HP:0003577', 'HP:0003593', 'HP:0011463']"
OMIM:601559,['HP:0003577']
OMIM:601596,"['HP:0003593', 'HP:0011463', 'HP:0003621']"
OMIM:601606,['HP:0003581']
OMIM:601612,['HP:0003577']
OMIM:601631,"['HP:0003577', 'HP:0003621', 'HP:0003593', 'HP:0011462']"
OMIM:601650,['HP:0003581']
OMIM:601675,['HP:0003593']
OMIM:601678,['HP:0011461']
OMIM:601700,['HP:0003621']
OMIM:601707,['HP:0003577']
OMIM:601764,['HP:0003593']
OMIM:601775,['HP:0003621']
OMIM:601776,"['HP:0003623', 'HP:0003577']"
OMIM:601777,['HP:0011463']
OMIM:601803,"['HP:0003577', 'HP:0011461']"
OMIM:601812,"['HP:0011463', 'HP:0003577']"
